Maksimum,Delez_kosev_z_maksimalnim_stevilom_zog,Casovna_zahtevnost
4.97,0.0017220000000000007,3.497814416885376
4.96,0.0013910000000000005,3.579075336456299
4.91,0.00236,3.540376663208008
4.95,0.0016180000000000007,3.6410577297210693
4.96,0.0013850000000000002,3.431627035140991
4.97,0.0014020000000000003,3.4021756649017334
4.97,0.0013650000000000001,3.3765509128570557
4.97,0.0011620000000000005,3.382009506225586
5.0,0.0005350000000000002,3.3966643810272217
4.92,0.002195999999999999,3.3815953731536865
4.98,0.0009550000000000004,3.409508466720581
4.99,0.0007880000000000001,3.388383388519287
4.97,0.0016060000000000007,3.4102439880371094
4.96,0.0011150000000000003,3.390737771987915
4.94,0.0017159999999999994,3.4005603790283203
4.94,0.001643,3.419914484024048
4.94,0.002116000000000001,3.3838751316070557
4.96,0.0013180000000000004,3.372614622116089
4.98,0.0010190000000000004,3.404125928878784
4.98,0.0007859999999999999,3.385891914367676
4.97,0.0011960000000000002,3.3859705924987793
4.98,0.0008230000000000002,3.3768599033355713
4.97,0.0013949999999999998,3.409362316131592
4.98,0.001173,3.405674695968628
4.98,0.0007830000000000004,3.4148495197296143
5.01,0.0010370000000000008,3.3803484439849854
4.92,0.002124,3.414644956588745
4.98,0.0009410000000000002,3.3978171348571777
4.97,0.0014070000000000005,3.384273052215576
4.97,0.0012010000000000007,3.404573917388916
4.98,0.0009300000000000006,3.3750884532928467
4.95,0.001958000000000002,3.3750739097595215
4.92,0.0019239999999999995,3.391911745071411
5.0,0.0005990000000000002,3.450089454650879
4.96,0.001195,3.691444158554077
4.98,0.0011590000000000005,3.407843589782715
4.99,0.0010030000000000006,3.3741462230682373
4.97,0.0010070000000000003,3.576261043548584
5.01,0.0007730000000000002,3.544313907623291
4.95,0.0015800000000000002,3.4707283973693848
4.99,0.0011970000000000006,3.5172667503356934
4.95,0.0019470000000000004,3.487550973892212
5.03,0.0005820000000000002,3.7891273498535156
4.97,0.0013999999999999996,3.600170612335205
4.95,0.0014290000000000004,3.413855791091919
4.94,0.0016430000000000014,3.4189789295196533
5.01,0.0006310000000000002,3.4247348308563232
4.96,0.0011880000000000003,3.407166004180908
4.99,0.0008940000000000003,3.370000123977661
4.97,0.0013880000000000003,3.3679795265197754
4.98,0.0011770000000000003,3.3979995250701904
4.97,0.00153,3.3914973735809326
4.98,0.0011290000000000002,3.3610074520111084
5.0,0.000747000000000001,3.3639707565307617
4.96,0.0011800000000000005,3.352673053741455
4.98,0.0012050000000000003,3.380999803543091
4.97,0.0009830000000000004,3.36401104927063
4.99,0.0009160000000000006,3.356999397277832
4.96,0.0015370000000000006,3.3610005378723145
4.93,0.0017450000000000002,3.4099888801574707
4.99,0.0009390000000000002,3.3870015144348145
4.98,0.0009340000000000005,3.3669703006744385
4.94,0.0020130000000000013,3.342014789581299
4.99,0.00096,3.375
4.95,0.0015849999999999998,3.3740077018737793
4.95,0.0015280000000000014,3.3889691829681396
4.97,0.0012660000000000004,3.3640007972717285
4.96,0.00144,3.3800206184387207
4.97,0.0009790000000000003,3.356978178024292
4.99,0.0012900000000000003,3.4150052070617676
4.97,0.0009860000000000001,3.375013828277588
4.99,0.0009360000000000004,3.3499999046325684
4.97,0.001141,3.3799872398376465
4.94,0.001764999999999999,3.351001739501953
4.92,0.0023379999999999994,3.3459882736206055
5.0,0.0009090000000000005,3.352013349533081
4.98,0.0009660000000000006,3.355008363723755
5.0,0.0009320000000000003,3.3919999599456787
4.96,0.001228,3.3420135974884033
4.97,0.0013900000000000006,3.404013156890869
4.98,0.0011330000000000008,3.3540258407592773
4.97,0.0014110000000000008,3.347966432571411
4.99,0.0006510000000000003,3.3920235633850098
4.95,0.0013549999999999999,3.4730007648468018
4.97,0.001306000000000001,3.508964776992798
4.98,0.0008250000000000002,3.474017381668091
4.98,0.0008230000000000005,3.6159937381744385
5.0,0.0005610000000000003,3.4249932765960693
4.96,0.0014039999999999996,3.5480268001556396
4.97,0.0013930000000000004,3.3749866485595703
5.01,0.0007340000000000004,3.5450081825256348
4.99,0.0007840000000000003,3.3719992637634277
4.96,0.0011840000000000006,3.3960115909576416
4.93,0.0017470000000000005,3.450031280517578
4.91,0.0022709999999999996,3.5463194847106934
4.95,0.0017030000000000003,3.4746909141540527
4.98,0.0010630000000000001,3.386401653289795
4.94,0.0018960000000000012,3.497649669647217
5.01,0.00043999999999999974,3.70198917388916
4.95,0.0016100000000000003,3.4619810581207275
