Maksimum,Delez_kosev_z_maksimalnim_stevilom_zog,Casovna_zahtevnost

9.82,0.0011470000000000007,10.675169467926025

9.82,0.001279000000000001,10.352681636810303

9.84,0.0011620000000000007,10.196675062179565

9.89,0.001087000000000001,10.186913251876831

9.82,0.0011500000000000004,10.31803035736084

9.77,0.0015909999999999984,10.18557095527649

9.84,0.0011210000000000007,10.363087177276611

9.8,0.0014670000000000004,10.188465595245361

9.85,0.0012190000000000007,10.353672504425049

9.77,0.0015300000000000005,10.763851881027222

9.82,0.0012230000000000006,11.509517908096313

9.79,0.0014029999999999989,10.212152242660522

9.87,0.001136000000000001,10.338799238204956

9.81,0.0013930000000000004,10.13479208946228

9.78,0.001391,10.17086911201477

9.82,0.0013620000000000008,10.319037437438965

9.83,0.0013450000000000007,10.349346399307251

9.81,0.001623,10.543529272079468

9.81,0.0014070000000000003,10.3093900680542

9.77,0.001593,10.196573734283447

9.74,0.0015780000000000008,10.270610570907593

9.89,0.0012040000000000006,10.279332399368286

9.8,0.001289000000000001,10.272265195846558

9.72,0.0017290000000000007,10.298167943954468

9.8,0.001454000000000001,10.733850955963135

9.86,0.0011820000000000012,10.280282497406006

9.85,0.0013150000000000004,10.362830877304077

9.8,0.001344,10.218806266784668

9.8,0.0014340000000000008,10.299108743667603

9.81,0.0014310000000000006,10.412015438079834

9.76,0.0014860000000000003,10.394625425338745

9.76,0.0014720000000000004,10.29970407485962

9.83,0.0012910000000000003,10.300607204437256

9.82,0.0013290000000000008,10.242573261260986

9.88,0.001082000000000001,10.150128364562988

9.81,0.0013600000000000003,10.210148572921753

9.77,0.0015490000000000007,10.26351547241211

9.87,0.0011860000000000009,10.21519160270691

9.85,0.0013829999999999995,10.335047960281372

9.76,0.0015570000000000009,10.379247665405273

9.82,0.001373000000000001,10.332364082336426

9.77,0.0014569999999999993,10.346152782440186

9.8,0.0014349999999999996,10.189600467681885

9.84,0.001308000000000001,10.308713912963867

9.81,0.0014469999999999997,10.202365636825562

9.89,0.0010620000000000002,10.260537385940552

9.8,0.0013930000000000004,10.255780935287476

9.78,0.0014990000000000012,10.285166025161743

9.83,0.0012650000000000003,10.32315993309021

9.86,0.0012050000000000003,10.218636512756348

9.82,0.0011880000000000003,10.174947500228882

9.84,0.0011250000000000003,10.199861526489258

9.88,0.0014060000000000006,10.272658109664917

9.83,0.0013070000000000004,10.380740642547607

9.91,0.0011630000000000006,10.20486307144165

9.89,0.0011170000000000002,10.171244144439697

9.79,0.0014750000000000004,10.336708068847656

9.87,0.0010550000000000006,10.338911533355713

9.82,0.0012380000000000006,10.301487922668457

9.79,0.0015179999999999998,11.022148847579956

9.85,0.0011330000000000008,10.378062963485718

9.79,0.0013200000000000004,10.48500680923462

9.73,0.0016399999999999995,10.336609840393066

9.81,0.001338,10.441400051116943

9.81,0.0013550000000000003,10.314218759536743

9.78,0.0014510000000000002,10.266906023025513

9.87,0.0009970000000000005,10.262818336486816

9.88,0.001028,10.138271570205688

9.84,0.001339000000000001,10.122297763824463

9.8,0.001384,10.234971284866333

9.76,0.0016880000000000003,10.306400537490845

9.84,0.001144000000000001,10.322893857955933

9.81,0.0013149999999999998,10.533322095870972

9.73,0.001687,10.266342401504517

9.83,0.0015030000000000004,10.420413255691528

9.81,0.0013370000000000012,10.301547527313232

9.83,0.001449,10.304304122924805

9.82,0.0013440000000000001,10.402222871780396

9.77,0.0014810000000000005,10.326601028442383

9.83,0.0013160000000000003,10.289027214050293

9.81,0.0013480000000000007,10.162072896957397

9.76,0.0016550000000000004,10.352339267730713

9.83,0.0012190000000000005,10.3692626953125

9.8,0.0013610000000000002,10.39306902885437

9.82,0.0013020000000000006,10.264441013336182

9.82,0.0014169999999999999,10.359184980392456

9.84,0.0012100000000000006,10.362903594970703

9.88,0.001064000000000001,10.275969743728638

9.98,0.000684000000000001,10.200849533081055

9.79,0.0015,10.112186670303345

9.8,0.0013900000000000002,10.136438369750977

9.88,0.0010040000000000001,10.18379259109497

9.79,0.0015910000000000008,10.074299573898315

9.81,0.0013800000000000012,10.25481629371643

9.87,0.0013340000000000001,10.150468587875366

9.84,0.0013340000000000008,10.207299709320068

9.82,0.0013100000000000008,10.262290239334106

9.82,0.001352000000000001,10.109915733337402

9.82,0.0013550000000000003,10.127235412597656

9.81,0.0014520000000000008,10.088786602020264

