Minimum,Delez_kosev_z_minimalnim_stevilom_zog,Casovna_zahtevnost
0.0,0.0010310000000000004,5.196202754974365
0.0,0.001046,5.152716398239136
0.0,0.0010910000000000002,5.172528982162476
0.0,0.0010710000000000008,5.190316200256348
0.0,0.0010180000000000002,5.173966884613037
0.0,0.0011270000000000008,5.168532133102417
0.0,0.0010460000000000003,5.169004201889038
0.0,0.0010390000000000004,5.147171258926392
0.0,0.0010930000000000002,5.159311294555664
0.0,0.0011090000000000006,5.17456316947937
0.0,0.001011000000000001,5.135408401489258
0.0,0.0010570000000000002,5.178305387496948
0.0,0.0010279999999999996,5.1588521003723145
0.0,0.0010280000000000005,5.15233039855957
0.0,0.0010460000000000005,5.15664267539978
0.0,0.0010319999999999997,5.20574951171875
0.0,0.0010160000000000006,5.166094541549683
0.0,0.00111,5.407968044281006
0.0,0.0009970000000000003,5.263887166976929
0.0,0.001093,5.202495336532593
0.0,0.0010730000000000002,5.179056882858276
0.0,0.0011070000000000001,5.149677276611328
0.0,0.0011250000000000001,5.204345464706421
0.0,0.0010030000000000004,5.158826112747192
0.0,0.0010710000000000001,5.318285942077637
0.0,0.0010170000000000008,5.160898208618164
0.0,0.0011310000000000005,5.1623921394348145
0.0,0.0010490000000000005,5.175661325454712
0.0,0.001027,5.175616502761841
0.0,0.001093,5.205594062805176
0.0,0.0010289999999999997,5.1657960414886475
0.0,0.0010749999999999998,5.194314241409302
0.0,0.001108,5.162113189697266
0.0,0.001063,5.166671514511108
0.0,0.0010870000000000003,5.191556453704834
0.0,0.0010210000000000002,5.171502113342285
0.0,0.0010430000000000003,5.15464973449707
0.0,0.0011029999999999998,5.172621250152588
0.0,0.0010240000000000002,5.154800653457642
0.0,0.0010370000000000006,5.177964687347412
0.0,0.00103,5.191219806671143
0.0,0.0011089999999999997,5.1787354946136475
0.0,0.0010670000000000005,5.156324148178101
0.0,0.001078,5.160894155502319
0.0,0.0010050000000000005,5.151447534561157
0.0,0.0010760000000000008,5.173972845077515
0.0,0.001096,5.214750051498413
0.0,0.0010220000000000003,5.190755128860474
0.0,0.0010280000000000003,5.157501220703125
0.0,0.00109,5.168299913406372
0.0,0.0010740000000000003,5.1786839962005615
0.0,0.0010060000000000006,5.16235089302063
0.0,0.001087,5.168944597244263
0.0,0.001047,5.1776652336120605
0.0,0.0010560000000000003,5.162934064865112
0.0,0.000993,5.174992084503174
0.0,0.0010509999999999999,5.1491076946258545
0.0,0.0010750000000000002,5.163821697235107
0.0,0.001095,5.1674909591674805
0.0,0.001048,5.1904942989349365
0.0,0.0010640000000000003,5.284736156463623
0.0,0.001003,5.205955505371094
0.0,0.0010520000000000004,5.199137926101685
0.0,0.0010440000000000002,5.167021751403809
0.0,0.0010200000000000003,5.176968812942505
0.0,0.0011020000000000001,5.15751838684082
0.0,0.001095,5.143453121185303
0.0,0.0011229999999999999,5.165447473526001
0.0,0.0010930000000000004,5.180851459503174
0.0,0.000987,5.1869213581085205
0.0,0.001061,5.164122104644775
0.0,0.0010559999999999996,5.257992506027222
0.0,0.0010830000000000004,5.679582357406616
0.0,0.0011080000000000007,5.294278860092163
0.0,0.0009900000000000004,5.222291469573975
0.0,0.0010379999999999999,5.236183166503906
0.0,0.001036,5.198522329330444
0.0,0.0010890000000000001,5.206524133682251
0.0,0.0010740000000000005,5.160555601119995
0.0,0.0010650000000000002,5.1778929233551025
0.0,0.0011030000000000002,5.202700853347778
0.0,0.0010030000000000004,5.162585496902466
0.0,0.00105,5.187696218490601
0.0,0.001091,5.1724584102630615
0.0,0.001019,5.180384159088135
0.0,0.0010330000000000005,5.188933372497559
0.0,0.0010550000000000002,5.167295455932617
0.0,0.0010960000000000008,5.206776142120361
0.0,0.0010390000000000002,5.157538890838623
0.0,0.0010710000000000001,5.156694650650024
0.0,0.00103,5.156765699386597
0.0,0.0010580000000000008,5.198145151138306
0.0,0.0010259999999999998,5.175144910812378
0.0,0.001078,5.171388626098633
0.0,0.0010600000000000002,5.1807615756988525
0.0,0.0010789999999999999,5.167665719985962
0.0,0.0010839999999999997,5.157566785812378
0.0,0.0010870000000000003,5.1888086795806885
0.0,0.0010240000000000004,5.1448814868927
0.0,0.0010270000000000004,5.198613166809082
