Minimum,Delez_kosev_z_minimalnim_stevilom_zog,Casovna_zahtevnost
0.0,0.017381999999999995,3.4905734062194824
0.0,0.017473000000000006,3.457827091217041
0.0,0.017552999999999996,3.456859588623047
0.0,0.017515000000000003,3.428741931915283
0.0,0.017406,3.4536004066467285
0.0,0.017577,3.4698030948638916
0.0,0.017533,3.447305202484131
0.0,0.017741999999999997,3.437490224838257
0.0,0.017526999999999997,3.4858741760253906
0.0,0.01732,3.4446640014648438
0.0,0.017554,3.448194742202759
0.0,0.01771500000000001,3.4472548961639404
0.0,0.017571,3.463536500930786
0.0,0.017601,3.5228073596954346
0.0,0.017514999999999996,3.4370229244232178
0.0,0.017625,3.4565000534057617
0.0,0.017659999999999995,3.5372490882873535
0.0,0.017858999999999996,3.4711194038391113
0.0,0.017675,3.4764602184295654
0.0,0.017426,3.4474987983703613
0.0,0.017759999999999995,3.4930973052978516
0.0,0.017402999999999995,3.488271474838257
0.0,0.017454000000000004,3.4928486347198486
0.0,0.017553,3.462294340133667
0.0,0.017562,3.4721529483795166
0.0,0.017560000000000006,3.4939279556274414
0.0,0.017379999999999996,3.48738431930542
0.0,0.017469,3.4738481044769287
0.0,0.017256,3.4609878063201904
0.0,0.017439999999999997,3.457895517349243
0.0,0.017560999999999997,3.4722750186920166
0.0,0.01757,3.4425816535949707
0.0,0.017472999999999995,3.4614627361297607
0.0,0.017507999999999996,3.4387927055358887
0.0,0.017515000000000006,3.476369857788086
0.0,0.017554,3.446997880935669
0.0,0.017734999999999997,3.482686758041382
0.0,0.017346999999999998,3.4618473052978516
0.0,0.017599999999999994,3.485537528991699
0.0,0.017563999999999993,3.444666862487793
0.0,0.017593999999999995,3.5305683612823486
0.0,0.017540000000000004,3.491621494293213
0.0,0.017611999999999996,3.4504952430725098
0.0,0.017403999999999996,3.487712860107422
0.0,0.017673,3.4448704719543457
0.0,0.017147999999999993,3.461732864379883
0.0,0.017417999999999993,3.4529714584350586
0.0,0.017489999999999995,3.469620704650879
0.0,0.01759599999999999,3.4867825508117676
0.0,0.017337000000000005,3.4284045696258545
0.0,0.017550000000000003,3.481372117996216
0.0,0.017388999999999998,3.441333055496216
0.0,0.017624999999999995,3.541334867477417
0.0,0.017561,3.646719217300415
0.0,0.017459000000000006,3.57296085357666
0.0,0.017629,3.49729323387146
0.0,0.017490999999999993,3.507796049118042
0.0,0.017331999999999993,3.520977258682251
0.0,0.017495,3.4614601135253906
0.0,0.017587,3.460984468460083
0.0,0.017472999999999992,3.4964559078216553
0.0,0.017492,3.480617046356201
0.0,0.017508,3.456660032272339
0.0,0.017582000000000004,3.5007283687591553
0.0,0.01745500000000001,3.4512345790863037
0.0,0.017710999999999998,3.5009069442749023
0.0,0.017556999999999993,3.5129058361053467
0.0,0.01756,3.458068370819092
0.0,0.017482,3.4927191734313965
0.0,0.017673000000000008,3.4604134559631348
0.0,0.017528,3.4580318927764893
0.0,0.017632,3.495023488998413
0.0,0.017351000000000005,3.459796190261841
0.0,0.017450999999999994,3.4693098068237305
0.0,0.017620999999999998,3.449615478515625
0.0,0.017465,3.464459180831909
0.0,0.017255,3.458303213119507
0.0,0.017612,3.4518587589263916
0.0,0.017472999999999995,3.4638049602508545
0.0,0.017694,3.475935459136963
0.0,0.017634999999999998,3.4737672805786133
0.0,0.017506999999999998,3.447256326675415
0.0,0.017610999999999998,3.4671313762664795
0.0,0.017429000000000004,3.5020928382873535
0.0,0.017581,3.473984956741333
0.0,0.017477000000000003,3.5015745162963867
0.0,0.017313,3.436718225479126
0.0,0.017515999999999997,3.4445464611053467
0.0,0.017654000000000006,3.4533801078796387
0.0,0.01750600000000001,3.4512994289398193
0.0,0.017669,3.460117816925049
0.0,0.017446999999999997,3.4436492919921875
0.0,0.017361000000000005,3.4484200477600098
0.0,0.017517999999999995,3.469099283218384
0.0,0.017422999999999994,3.4554359912872314
0.0,0.017562,3.4444127082824707
0.0,0.017364000000000004,3.443110942840576
0.0,0.017397,3.4476606845855713
0.0,0.01745200000000001,3.4558706283569336
0.0,0.017591000000000002,3.4603018760681152
