Minimum,Delez_kosev_z_minimalnim_stevilom_zog,Casovna_zahtevnost
0.0,0.20455099999999998,1.8449702262878418
0.0,0.20435200000000006,1.7574386596679688
0.0,0.20433000000000004,1.7365899085998535
0.0,0.2046719999999999,1.7974112033843994
0.0,0.20441600000000001,1.7584342956542969
0.0,0.20455599999999996,1.8384742736816406
0.0,0.204395,1.8473241329193115
0.0,0.204248,1.7963433265686035
0.0,0.20452999999999993,1.9220776557922363
0.0,0.204591,1.873934030532837
0.0,0.204205,1.819087266921997
0.0,0.204375,1.7385504245758057
0.0,0.20443200000000009,1.751725435256958
0.0,0.20451799999999995,1.7596492767333984
0.0,0.204609,1.8548996448516846
0.0,0.20441000000000006,1.7703986167907715
0.0,0.20414900000000005,1.7792103290557861
0.0,0.20501099999999994,1.834852695465088
0.0,0.20431999999999995,1.8222806453704834
0.0,0.20462200000000003,1.7700049877166748
0.0,0.204443,1.823254108428955
0.0,0.20427400000000012,1.7578136920928955
0.0,0.20461000000000007,1.719433069229126
0.0,0.20447699999999994,1.74289870262146
0.0,0.20419199999999985,1.8071515560150146
0.0,0.20411700000000002,1.7926311492919922
0.0,0.20431099999999996,1.8750646114349365
0.0,0.20483900000000002,1.7878367900848389
0.0,0.204681,1.7620997428894043
0.0,0.20428900000000014,1.730207920074463
0.0,0.204515,1.7436573505401611
0.0,0.204205,1.816849946975708
0.0,0.204402,1.800619125366211
0.0,0.204515,1.7956504821777344
0.0,0.20429899999999995,1.737316608428955
0.0,0.20401100000000003,1.7191905975341797
0.0,0.204624,1.7246577739715576
0.0,0.20484199999999994,1.73628830909729
0.0,0.20400400000000005,1.733870029449463
0.0,0.20375100000000007,1.7183752059936523
0.0,0.204465,1.7586493492126465
0.0,0.20440700000000003,1.7649297714233398
0.0,0.20486200000000007,1.7609150409698486
0.0,0.204492,1.7369730472564697
0.0,0.2045609999999999,1.7313361167907715
0.0,0.20465800000000006,1.7359726428985596
0.0,0.20430999999999996,1.7388617992401123
0.0,0.204358,1.7236428260803223
0.0,0.20480600000000002,1.7345995903015137
0.0,0.20396500000000004,1.7281785011291504
0.0,0.20395600000000003,1.7155427932739258
0.0,0.20433399999999988,1.7253146171569824
0.0,0.20470800000000003,1.725707769393921
0.0,0.20445600000000005,1.7355623245239258
0.0,0.20485499999999995,1.7220771312713623
0.0,0.20433000000000004,1.7708728313446045
0.0,0.20460399999999992,1.7645530700683594
0.0,0.20399100000000003,1.7289624214172363
0.0,0.204461,1.7353239059448242
0.0,0.20424700000000004,1.729884147644043
0.0,0.20385600000000004,1.7631230354309082
0.0,0.20386100000000013,1.7665164470672607
0.0,0.20482700000000004,1.7385592460632324
0.0,0.20458299999999993,1.7355787754058838
0.0,0.20462400000000003,1.7594656944274902
0.0,0.204613,1.7328743934631348
0.0,0.204122,1.7277600765228271
0.0,0.20446500000000004,1.7383792400360107
0.0,0.20422099999999993,1.7334709167480469
0.0,0.204411,1.7286653518676758
0.0,0.20442699999999983,1.7876458168029785
0.0,0.20457200000000003,1.8265094757080078
0.0,0.20485799999999993,1.8048923015594482
0.0,0.20462600000000006,1.8081729412078857
0.0,0.2043070000000001,1.726515531539917
0.0,0.2041650000000001,1.7395284175872803
0.0,0.20430900000000002,1.7407982349395752
0.0,0.20368199999999986,1.7419133186340332
0.0,0.20487000000000002,1.7409000396728516
0.0,0.20440199999999997,1.7319002151489258
0.0,0.204406,1.7375357151031494
0.0,0.204288,1.7430205345153809
0.0,0.204758,1.7375011444091797
0.0,0.2046499999999999,1.7327473163604736
0.0,0.20423599999999997,1.7222623825073242
0.0,0.20458699999999996,1.7292125225067139
0.0,0.20465300000000003,1.7319724559783936
0.0,0.20468300000000006,1.7616920471191406
0.0,0.20470000000000002,1.7377262115478516
0.0,0.20449400000000006,1.7485198974609375
0.0,0.20465499999999998,1.7362349033355713
0.0,0.20476500000000009,1.7266185283660889
0.0,0.204789,1.7448813915252686
0.0,0.20405200000000004,1.7386014461517334
0.0,0.20434899999999995,1.7241566181182861
0.0,0.20409200000000002,1.7417991161346436
0.0,0.20424100000000003,1.7303173542022705
0.0,0.20481499999999997,1.737757921218872
0.0,0.2043289999999999,1.7293851375579834
0.0,0.20463200000000006,1.735443353652954
