Maksimum,Delez_kosev_z_maksimalnim_stevilom_zog,Casovna_zahtevnost
2.13,0.11998400000000001,9.49923586845398
2.08,0.12716199999999997,9.31402063369751
2.08,0.12691499999999997,4.869044780731201
2.07,0.128506,3.201939344406128
2.09,0.126019,3.356923818588257
2.09,0.12580299999999991,3.4974844455718994
2.04,0.13257200000000002,3.5149576663970947
2.05,0.13115900000000003,3.4542348384857178
2.05,0.13114700000000004,3.429871082305908
2.05,0.13091799999999998,3.4345386028289795
2.05,0.13119100000000006,3.385483503341675
2.09,0.12546799999999994,3.350945472717285
2.07,0.128191,3.3280017375946045
2.06,0.12970500000000007,3.3363006114959717
2.11,0.12285099999999999,3.34482479095459
2.1,0.12454699999999998,3.3131933212280273
2.05,0.13128800000000002,3.3263418674468994
2.19,0.11172799999999995,3.326775074005127
2.08,0.126919,3.3418030738830566
2.06,0.129728,3.3007781505584717
2.08,0.12714600000000004,3.353154182434082
2.07,0.12825400000000003,3.3531408309936523
2.03,0.13413300000000003,3.357067584991455
2.09,0.12509499999999998,3.3676021099090576
2.08,0.127424,3.369608163833618
2.09,0.12541400000000005,3.373727798461914
2.12,0.12191300000000005,3.350149154663086
2.09,0.12583600000000003,3.395639181137085
2.03,0.13407699999999997,3.3458034992218018
2.07,0.12846199999999997,3.353823184967041
2.09,0.12528999999999996,3.359473943710327
2.07,0.12841199999999997,3.3021600246429443
2.06,0.12971899999999997,3.3364181518554688
2.06,0.12992600000000004,3.3282554149627686
2.04,0.132506,3.3828184604644775
2.06,0.12963,3.302227020263672
2.11,0.12265800000000002,3.3435518741607666
2.05,0.13104799999999997,3.3413681983947754
2.06,0.12987399999999996,3.342120409011841
2.07,0.128537,3.331974983215332
2.14,0.11848,3.320549964904785
2.13,0.12001800000000001,3.3429508209228516
2.07,0.128297,3.3372392654418945
2.01,0.13614,3.3771002292633057
2.01,0.13654400000000003,3.36330246925354
2.08,0.12699299999999997,3.343414306640625
2.07,0.12835000000000005,3.336132764816284
2.06,0.12973399999999996,3.3485336303710938
2.05,0.13084300000000001,3.166640043258667
2.13,0.12010199999999997,3.101530075073242
2.08,0.12718500000000002,3.099416732788086
2.08,0.12678400000000006,3.0865814685821533
2.1,0.12400000000000004,3.0751001834869385
2.07,0.12846599999999994,3.1041810512542725
2.11,0.122909,3.0719926357269287
2.07,0.12817899999999996,3.076596975326538
2.03,0.13387299999999994,3.087538242340088
2.06,0.129667,3.10278582572937
2.06,0.12981399999999998,3.0832786560058594
2.07,0.128385,3.0726733207702637
2.09,0.125622,3.085116147994995
2.04,0.13205199999999997,3.0805702209472656
2.06,0.12962200000000007,3.0816118717193604
2.04,0.13204899999999997,3.0689969062805176
2.12,0.12128000000000001,3.0872111320495605
2.09,0.12579800000000005,3.0720417499542236
2.09,0.12524799999999994,3.0756421089172363
2.09,0.12575000000000006,3.0824713706970215
2.09,0.12529399999999993,3.053107261657715
2.09,0.12576700000000007,3.0774340629577637
2.1,0.12464900000000004,3.0876386165618896
2.04,0.13275900000000002,3.0493011474609375
2.04,0.13257199999999997,3.0886127948760986
2.03,0.1342549999999999,3.143609046936035
2.06,0.129024,3.1357791423797607
2.05,0.131185,3.1732728481292725
2.03,0.13384100000000002,3.2925055027008057
2.07,0.12827299999999997,3.110506772994995
2.08,0.126817,3.0799238681793213
2.12,0.12210299999999996,3.1030797958374023
2.09,0.125794,3.0776140689849854
2.07,0.12831099999999998,3.1265242099761963
2.05,0.13121900000000003,3.1029393672943115
2.06,0.12984500000000002,3.6025819778442383
2.04,0.13240300000000002,3.2845470905303955
2.09,0.12603999999999993,3.252992630004883
2.09,0.125357,3.1409807205200195
2.03,0.134152,3.1024739742279053
2.07,0.12821700000000003,3.1230340003967285
2.06,0.12941500000000003,3.1162235736846924
2.08,0.126982,3.1254286766052246
2.09,0.125685,3.1021924018859863
2.08,0.12705400000000006,3.1269969940185547
2.07,0.128306,3.118865489959717
2.09,0.12565100000000004,3.092689275741577
2.09,0.12571600000000002,3.1074585914611816
2.11,0.12315300000000001,3.1054623126983643
2.1,0.12438300000000004,3.0783441066741943
2.13,0.12036499999999993,3.100449800491333
2.08,0.12694900000000003,3.1249470710754395
