Minimum,Delez_kosev_z_minimalnim_stevilom_zog,Casovna_zahtevnost
0.55,0.001433,7.282450914382935
0.54,0.0014600000000000001,6.9148876667022705
0.55,0.0014530000000000007,6.900506019592285
0.67,0.0016939999999999998,6.942451000213623
0.63,0.0016839999999999997,6.9107818603515625
0.51,0.0013720000000000002,6.899119853973389
0.63,0.001732,6.882591962814331
0.58,0.0014830000000000002,6.907736539840698
0.58,0.0015580000000000001,6.898751974105835
0.69,0.001798,6.932886838912964
0.61,0.001598,6.885685205459595
0.53,0.0014110000000000006,6.889520645141602
0.6,0.0015129999999999987,6.906665563583374
0.61,0.001589,6.872739315032959
0.5,0.0013030000000000006,6.883117198944092
0.55,0.001466000000000001,6.888097047805786
0.58,0.0014590000000000007,6.892707109451294
0.55,0.0015070000000000005,6.867558240890503
0.44,0.0011890000000000013,6.8765153884887695
0.56,0.0014370000000000001,6.886667728424072
0.55,0.001460999999999999,6.892014503479004
0.54,0.0014670000000000002,6.865942716598511
0.59,0.001484,6.861854076385498
0.64,0.0016999999999999995,6.864168882369995
0.59,0.0015799999999999998,6.886785268783569
0.62,0.0016100000000000005,6.952223539352417
0.56,0.0015680000000000002,6.891603231430054
0.64,0.001606,6.863401174545288
0.49,0.001218000000000001,6.872097492218018
0.61,0.0015290000000000004,6.917906045913696
0.46,0.001281000000000001,7.178705215454102
0.5,0.0013960000000000003,6.926471948623657
0.55,0.0014410000000000007,6.903152227401733
0.59,0.0015309999999999996,6.876440525054932
0.55,0.001486,6.8777759075164795
0.58,0.0015390000000000004,6.993338346481323
0.56,0.001423,6.939295768737793
0.57,0.0014700000000000004,6.891989707946777
0.53,0.0013919999999999996,6.918114900588989
0.52,0.0013590000000000004,6.921106815338135
0.71,0.0018310000000000002,6.910804510116577
0.61,0.0015549999999999995,6.920848846435547
0.61,0.0015400000000000006,6.9196250438690186
0.66,0.0017399999999999994,6.961886644363403
0.5,0.0013400000000000003,6.8618528842926025
0.58,0.001489,6.904786109924316
0.68,0.0016859999999999998,6.942800045013428
0.54,0.0014140000000000005,6.96507716178894
0.51,0.0013660000000000005,6.896499872207642
0.58,0.0014760000000000003,6.96375846862793
0.66,0.0017879999999999999,6.911465167999268
0.58,0.0015230000000000005,6.8904125690460205
0.59,0.0015259999999999998,6.934674024581909
0.52,0.0013860000000000005,6.892328977584839
0.64,0.0017189999999999996,6.904623508453369
0.54,0.0014110000000000004,6.889145374298096
0.56,0.0014880000000000004,6.943503141403198
0.58,0.0015130000000000005,6.9395246505737305
0.47,0.001306000000000001,6.892380475997925
0.67,0.0018049999999999993,6.920534133911133
0.57,0.0015280000000000005,6.92083215713501
0.68,0.0017869999999999995,6.944955110549927
0.57,0.0014429999999999998,6.921658039093018
0.65,0.001706,6.899151086807251
0.59,0.001472,6.899426460266113
0.56,0.001483,7.057500600814819
0.58,0.001471000000000001,7.084225177764893
0.62,0.0016209999999999992,6.919057607650757
0.53,0.0014230000000000009,6.9266722202301025
0.55,0.001482999999999999,6.957499980926514
0.55,0.0015379999999999999,6.8992414474487305
0.57,0.0015070000000000003,6.905203104019165
0.58,0.0015690000000000003,6.948676586151123
0.65,0.001720999999999999,6.968816041946411
0.51,0.0014060000000000003,6.933920383453369
0.59,0.0015110000000000002,7.0167341232299805
0.61,0.001683,6.911151647567749
0.56,0.0014920000000000005,6.926456928253174
0.53,0.0013649999999999992,6.887136459350586
0.53,0.00144,6.9631102085113525
0.64,0.0016690000000000006,6.923283815383911
0.42,0.0011200000000000012,6.868995189666748
0.65,0.0017309999999999986,6.943034887313843
0.59,0.0015779999999999998,7.12965989112854
0.63,0.0016359999999999997,7.164382696151733
0.6,0.0015149999999999988,7.129084348678589
0.55,0.0013690000000000004,7.024110794067383
0.53,0.0013940000000000011,6.965378999710083
0.59,0.0015109999999999998,6.929658651351929
0.54,0.0014959999999999995,6.92163610458374
0.56,0.0014220000000000003,6.958413124084473
0.6,0.0015740000000000007,6.922744035720825
0.6,0.0015729999999999993,6.930607080459595
0.56,0.0013720000000000002,6.934423446655273
0.53,0.0014129999999999998,6.946552038192749
0.53,0.0013920000000000002,6.933396577835083
0.62,0.0016920000000000001,6.935599088668823
0.6,0.0015689999999999996,6.9754228591918945
0.62,0.001653,6.9162681102752686
0.67,0.0017570000000000003,7.315130233764648
