Maksimum,Delez_kosev_z_maksimalnim_stevilom_zog,Casovna_zahtevnost
2.0,0.060909999999999964,18.094614505767822
2.0,0.06129200000000002,16.12138342857361
2.0,0.060751,15.08903169631958
2.0,0.060756,16.00082778930664
2.0,0.06066500000000003,15.878854751586914
2.0,0.06118899999999999,15.477369546890259
2.0,0.06086199999999999,17.9405300617218
2.0,0.060434,16.515300273895264
2.0,0.060725,15.034698963165283
2.0,0.06072099999999998,18.385048389434814
2.0,0.061147,19.38903784751892
2.0,0.060521000000000026,16.682271003723145
2.0,0.060643,15.393661260604858
2.0,0.060793,16.654427766799927
2.0,0.06070199999999998,15.88808536529541
2.0,0.060791,14.815193891525269
2.0,0.06089000000000002,15.879868984222412
2.0,0.06112699999999997,15.53507947921753
2.0,0.061173000000000005,16.603238105773926
2.0,0.060648999999999995,16.61716389656067
2.0,0.060825,17.8277804851532
2.0,0.06074800000000002,17.032821655273438
2.0,0.06049400000000001,16.950206518173218
2.0,0.060407999999999996,17.661052227020264
2.0,0.06052500000000001,18.030237913131714
2.0,0.06037899999999999,18.02515983581543
2.0,0.06098,17.534406423568726
2.0,0.06054399999999997,30.470656394958496
2.0,0.06085600000000005,38.158525228500366
2.0,0.060481000000000014,23.269396543502808
2.0,0.06099600000000002,20.27934694290161
2.0,0.06071300000000002,18.991134881973267
2.0,0.06140000000000002,21.418458938598633
2.0,0.061031000000000016,20.067473649978638
2.0,0.06062000000000002,17.9476900100708
2.0,0.060329000000000015,19.87359380722046
2.0,0.060829999999999995,20.55384087562561
2.0,0.06131600000000001,19.662572383880615
2.0,0.06069300000000001,20.052073001861572
2.0,0.06102599999999998,20.802486181259155
2.0,0.060896,20.7457492351532
2.0,0.06035800000000001,20.6985125541687
2.0,0.06103899999999998,20.30330181121826
2.0,0.061118000000000006,21.07891035079956
2.0,0.060738,18.696202993392944
2.0,0.06093900000000002,16.535500526428223
2.0,0.061031999999999996,21.318769454956055
2.0,0.06114200000000001,19.152255058288574
2.0,0.06073400000000001,19.44193387031555
2.0,0.06075900000000001,16.337589263916016
2.0,0.060869,16.186717748641968
2.0,0.06082299999999999,16.24866509437561
2.0,0.06069300000000001,18.85666012763977
2.0,0.06091300000000005,16.366116285324097
2.0,0.06083800000000002,14.885759592056274
2.0,0.06084599999999998,16.664652824401855
2.0,0.060589000000000004,18.037949323654175
2.0,0.06063200000000002,15.541136741638184
2.0,0.06058900000000001,14.949371814727783
2.0,0.060548000000000005,16.6534526348114
2.0,0.060940000000000036,16.390363454818726
2.0,0.060919999999999995,16.836872100830078
2.0,0.060766000000000014,18.182549238204956
2.0,0.06077099999999998,18.198558807373047
2.0,0.06079600000000002,16.544007539749146
2.0,0.060870000000000014,17.88701891899109
2.0,0.060620000000000014,17.482720136642456
2.0,0.060584000000000034,17.252092361450195
2.0,0.06090400000000001,14.478700637817383
2.0,0.061173000000000005,17.80678629875183
2.0,0.06052600000000002,16.720393896102905
2.0,0.06094699999999998,15.21017074584961
2.0,0.060972999999999986,14.842648267745972
2.0,0.060711999999999974,15.658985137939453
2.0,0.06049400000000003,16.457541465759277
2.0,0.060786,15.898856163024902
2.0,0.061219,13.973973512649536
2.0,0.060921,14.647568225860596
2.0,0.06076199999999998,15.47812557220459
2.0,0.060786000000000014,23.95055317878723
2.0,0.06095300000000001,16.668169498443604
2.0,0.060636999999999996,16.39617681503296
2.0,0.060573999999999996,16.347009897232056
2.0,0.060648000000000035,16.6744225025177
2.0,0.060694999999999985,16.822463512420654
2.0,0.06081199999999999,17.368018627166748
2.0,0.061273999999999995,17.158472299575806
2.0,0.060669000000000015,16.10483455657959
2.0,0.06091499999999999,16.761539459228516
2.0,0.06073599999999997,16.591519832611084
2.0,0.06092399999999997,18.10658288002014
2.0,0.060837,17.82875156402588
2.0,0.06060599999999998,18.460359573364258
2.0,0.06045999999999999,17.121959447860718
2.0,0.060623,17.045040369033813
2.0,0.060896000000000006,17.254087686538696
2.0,0.06077700000000002,17.04109787940979
2.0,0.060899000000000016,16.601645708084106
2.0,0.060307999999999994,17.481945991516113
2.0,0.06075799999999997,18.371447324752808
